Feature ID	domain	phylum	class	order	family	genus	species
166f13dad64499dfc9abfbfcc0929fc4	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
61020cc16a348a0da04f2306c5abd0d1	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
cb07c0479931afbde3f13f0e6d05ac9c	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
5bc704199f17a215157f364a1a8f70ba	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
61cc18e223f39ed93a98ae7b59061368	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
9c609959ffd5eb541dbe32a6b23c690b	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
f05dde33c57a33a7440fd605e285b4cf	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
a174264e67e913fa16f6d7b9ba9c1526	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
35627524ddf49a3adc4c5ef996042205	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
bd07e2753fc9850bf6e2ea6ff84d82c7	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
fc2144c142882cc3503ebab923d5613d	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	unclassified_Methanobacterium
