Feature ID	domain	phylum	class	order	family	genus	species
fb09b93455b7c50fe6ed7ca3d8ccf800	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
6f57a6903e1e726aba86684d21c335fd	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
fa48dad799ab975a5eb774b3faf1aec1	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
58190503b7730768d196cfcc0a0123d7	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
a0f15ae0dec600e9c11d52b12e21b6a5	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
11d75bbdde5c2c18eff8a399174b9f69	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
f0b30f5e6f6827f01c7b9f81b9808721	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
882c9eb0e4f53c25c8879345f8c0a554	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
d7c3763f32ca29a1bf5364799baa4682	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
abd13db985dfda1f11a8d1e257bdf0bd	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
b3d731d4f6c9446888a2c23368dc1324	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
7a8bb3130bead43a8215f52582ec886a	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
f9598f69ca65644bef9c7f6c40f0b6cd	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
b12925304358db2db44f5f6ff1c33027	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
5b45cba92c3155f97ca039401b817e8f	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
fcffb479cde41e06e579b0a68687466f	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
aaf8bbe980b29c52a8c30a07d65d1b48	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales	unclassified_Woesearchaeales
d6b70e33338576fc9048f0afbb2aba46	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_CG1-02-57-44	unclassified_Woesearchaeales_CG1-02-57-44	unclassified_Woesearchaeales_CG1-02-57-44
7a2e850cef5378a7bc9749afd0b90af1	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_GW2011	Woesearchaeales_AR15	unclassified_Woesearchaeales_AR15
aab26fa20e79f7d49a5d628d1416d855	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_GW2011	Woesearchaeales_AR15	unclassified_Woesearchaeales_AR15
238698bcb699d0f8c844af866a92dc66	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_GW2011_GWC1_47_15	unclassified_Woesearchaeales_GW2011_GWC1_47_15	unclassified_Woesearchaeales_GW2011_GWC1_47_15
d3d4d6bbbcae5c6878d747c16ebb0ab4	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_GW2011_GWC1_47_15	unclassified_Woesearchaeales_GW2011_GWC1_47_15	unclassified_Woesearchaeales_GW2011_GWC1_47_15
780d0a5f54580bf544e79c0b5b4d16a5	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales_GW2011_GWC1_47_15	unclassified_Woesearchaeales_GW2011_GWC1_47_15	unclassified_Woesearchaeales_GW2011_GWC1_47_15
